BSE.Code,Name
533213,Frontline Securities Ltd
538568,Fruition Venture Ltd
539169,Funny Software Ltd
533400,Future Consumer Ltd
523574,Future Enterprises Ltd
536507,Future Lifestyle Fashions Ltd
533296,Future Market Networks Ltd
540064,Future Retail Ltd
523113,Futuristic Securities Ltd
534063,Futuristic Solutions Ltd
505250,G G Dandekar Machine Works Ltd
531758,G K Consultants Ltd
507488,G M Breweries Ltd
513059,G S Auto International Ltd
523277,G V Films Ltd
505714,Gabriel India Ltd
531196,Gagan Polycot India Ltd
532155,GAIL (India) Ltd
505711,Gajra Bevel Gears Ltd
538881,Galada Finance Ltd
531911,Galaxy Agrico Exports Ltd
509550,Gammon India Ltd
532959,Gammon Infrastructure Projects Ltd
513108,Gandhi Special Tubes Ltd
500153,Ganesh Benzoplast Ltd
526367,Ganesh Housing Corporation Ltd
514167,Ganesha Ecosphere Ltd
540647,Ganges Securities Ltd
521176,Gangotri Textiles Ltd
500155,Garden Silk Mills Ltd
530615,Garg Furnace Ltd
526727,Garnet Construction Ltd
512493,Garnet International Ltd
509563,Garware Marine Industries Ltd
500655,Garware Polyester Ltd
514400,Garware Synthetics Ltd
509557,Garware-Wall Ropes Ltd
532622,Gateway Distriparks Ltd
532345,Gati Ltd
539515,Gaurav Mercantiles Ltd
524564,Gayatri BioOrganics Ltd
532767,Gayatri Projects Ltd
532183,Gayatri Sugars Ltd
539009,GBL Industries Ltd
532309,GE Power India Ltd
522275,GE T&D India Ltd
504028,GEE Ltd
532764,Geecee Ventures Ltd
539486,Geetanjali Credit and Capital Ltd
532318,Gemini Communication Ltd
539407,Generic Engineering Construction & Projects Ltd
506109,Genesys International Corporation Ltd
531739,Gennex Laboratories Ltd
538961,Genus Paper & Boards Ltd
530343,Genus Power Infrastructures Ltd
532425,Genus Prime Infra Ltd
532285,Geojit Financial Services Ltd
531055,GFL Financials India Ltd
500171,GHCL Ltd
533048,GI Engineering Solutions Ltd
511676,GIC Housing Finance Ltd
538788,Gilada Finance & Investments Ltd
532716,Gillanders Arbuthnot & Company Ltd
507815,Gillette India Ltd
531744,Gini Silk Mills Ltd
590025,Ginni Filaments Ltd
539013,Gita Renewable Energy Ltd
532715,Gitanjali Gems Ltd
500676,GlaxoSmithkline Consumer Healthcare Ltd
500660,Glaxosmithkline Pharmaceuticals Ltd
532296,Glenmark Pharmaceuticals Ltd
513528,Glittek Granites Ltd
530263,Global Capital Market & Infrastructures Ltd
531463,Global Infratech & Finance Ltd
531479,Global Land Masters Corporation Ltd
501848,Global Offshore Services Ltd
532773,Global Vectra Helicorp Ltd
540266,Globe Commercials Ltd
533104,Globus Spirits Ltd
538595,Gloster Ltd
505255,GMM Pfaudler Ltd
532754,GMR Infrastructure Ltd
540124,GNA Axles Ltd
509567,Goa Carbon Ltd
506480,GOCL Corporation Ltd
530317,Godavari Drugs Ltd
532734,Godawari Power & Ispat Ltd
500163,Godfrey Phillips India Ltd
540743,Godrej Agrovet Ltd
532424,Godrej Consumer Products Ltd
500164,Godrej Industries Ltd
533150,Godrej Properties Ltd
533189,Goenka Diamond & Jewels Ltd
531600,Gogia Capital Services Ltd
532957,Gokak Textiles Ltd
532630,Gokaldas Exports Ltd
539725,Gokul Agro Resources Ltd
532980,Gokul Refoils and Solvent Ltd
538542,Goldcoin Health Foods Ltd
531928,Golden Carpets Ltd
530579,Golden Goenka Fincorp Ltd
526729,Goldiam International Ltd
532439,Goldstone Infratech Ltd
531439,Goldstone Technologies Ltd
531360,Golechha Global Finance Ltd
513309,Golkonda Aluminium Extrusions Ltd
523676,Golkunda Diamonds & Jewellery Ltd
504701,Gontermann Peiper (India) Ltd
530655,Goodluck India Ltd
500166,Goodricke Group Ltd
500168,Goodyear India Ltd
531913,Gopal Iron & Steels Co.(Gujarat) Ltd
526717,Gopala Polyplast Ltd
531608,Gorani Industries Ltd
509148,Govind Rubber Ltd
530709,Gowra Leasing & Finance Ltd
532543,GP Petroleums Ltd
533761,GPT Infraprojects Ltd
539235,Grandeur Products Ltd
532482,Granules India Ltd
509488,Graphite India Ltd
500300,Grasim Industries Ltd
526751,Gratex Industries Ltd
505710,Grauer & Weil (India) Ltd
509546,Graviss Hospitality Ltd
533282,Gravita India Ltd
532015,Gravity (India) Ltd
500620,Great Eastern Shipping Company Ltd
501455,Greaves Cotton Ltd
531737,Greencrest Financial Services Ltd
538979,Greenlam Industries Ltd
526797,Greenply Industries Ltd
508918,Greycells Education Ltd
506076,Grindwell Norton Ltd
531449,GRM Overseas Ltd
509152,GRP Ltd
511288,GRUH Finance Ltd
511543,GSB Finance Ltd
532951,GSS Infotech Ltd
532139,G-Tech Info Training Ltd
532775,GTL Infrastructure Ltd
500160,GTL Ltd
500170,GTN Industries Ltd
532744,GTN Textiles Ltd
540602,GTPL Hathway Ltd
539479,GTV Engineering Ltd
509079,Gufic BioSciences Ltd
530001,Gujarat Alkalies & Chemicals Ltd
524226,Gujarat Ambuja Exports Ltd
522217,Gujarat Apollo Industries Ltd
505712,Gujarat Automotive Gears Ltd
523768,Gujarat Borosil Ltd
526965,Gujarat Craft Industries Ltd
500173,Gujarat Fluorochemicals Ltd
531410,Gujarat Foils Ltd
539336,Gujarat Gas Ltd
507960,Gujarat Hotels Ltd
517300,Gujarat Industries Power Co Ltd
517372,Gujarat Intrux Ltd
531341,Gujarat Investa Ltd
500174,Gujarat Lease Financing Ltd
524754,Gujarat Meditech Ltd
531881,Gujarat Metallic Coal & Coke Ltd
532181,Gujarat Mineral Development Corporation Ltd
500670,Gujarat Narmada Valley Fertilizers & Chemicals Ltd
513536,Gujarat Natural Resources Ltd
512579,Gujarat NRE Coke Ltd
506858,Gujarat Petrosynthese Ltd
533248,Gujarat Pipavav Port Ltd
518029,Gujarat Sidhee Cement Ltd
500690,Gujarat State Fertilizers & Chemicals Ltd
532702,Gujarat State Petronet Ltd
524314,Gujarat Terce Laboratories Ltd
513337,Gujarat Toolroom Ltd
506640,Gujchem Distillers India Ltd
538567,Gulf Oil Lubricants India Ltd
532457,Gulshan Polyols Ltd
514116,Gupta Synthetics Ltd
532708,GVK Power & Infrastructure Ltd
533275,Gyscoal Alloys Ltd
502873,H P Cotton Textile Mills Ltd
532662,H T Media Ltd
532145,H. S. India Ltd
515147,Haldyn Glass Ltd
532770,Hanung Toys and Textiles Ltd
509597,Hardcastle & Waud Mfg Co Ltd
538081,Haria Apparels Ltd
590043,Harita Seating Systems Ltd
526931,Hariyana Ship Breakers Ltd
530055,Harmony Capital Services Ltd
500467,Harrisons Malayalam Ltd
532855,Haryana Capfin Ltd
524080,Haryana Leather Chemicals Ltd
531387,Hasti Finance Ltd
509073,Hathway Bhawani Cabletel & Datacom Ltd
533162,Hathway Cable & Datacom Ltd
531531,Hatsun Agro Product Ltd
517354,Havells India Ltd
539176,Hawa Engineers Ltd
508486,Hawkins Cooker Ltd
508956,HB Leasing & Finance Co Ltd
532333,HB Portfolio Ltd
532216,HB Stockholdings Ltd
517271,HBL Power Systems Ltd
539224,HCKK Ventures Ltd
500179,HCL Infosystems Ltd
532281,HCL Technologies Ltd
500180,HDFC Bank Ltd
540777,HDFC Standard Life Insurance Company Ltd
539787,Healthcare Global Enterprises Ltd
533525,Healthfore Technologies Ltd
526967,Heera Ispat Ltd
509631,HEG Ltd
500292,HeidelbergCement India Ltd
531178,Hemang Resources Ltd
524590,Hemo Organic Ltd
505720,Hercules Hoists Ltd
519552,Heritage Foods Ltd
500182,Hero MotoCorp Ltd
524669,Hester Biosciences Ltd
534328,Hexa Tradex Ltd
532129,Hexaware Technologies Ltd
504176,High Energy Batteries (India) Ltd
517080,High Ground Enterprise Ltd
531301,High Street Filatex Ltd
524735,Hikal Ltd
509675,Hil Ltd
532847,Hilton Metal Forging Ltd
514010,Himachal Fibres Ltd
500183,Himachal Futuristic Communications Ltd
500184,Himadri Speciality Chemical Ltd
526899,Himalya International Ltd
514043,Himatsingka Seide Ltd
531979,Hind Aluminium Industries Ltd
504036,Hind Rectifiers Ltd
503881,Hind Syntex Ltd
500440,Hindalco Industries Ltd
509895,Hindoostan Mills Ltd
532859,Hinduja Global Solutions Ltd
500189,Hinduja Ventures Ltd
514428,Hindustan Adhesives Ltd
532041,Hindustan Bio Sciences Ltd
509635,Hindustan Composites Ltd
500185,Hindustan Construction Company Ltd
513599,Hindustan Copper Ltd
519126,Hindustan Foods Ltd
505893,Hindustan Hardy Spicer Ltd
533217,Hindustan Media Ventures Ltd
500500,Hindustan Motors Ltd
500186,Hindustan Oil Exploration Company Ltd
500104,Hindustan Petroleum Corporation Ltd
500696,Hindustan Unilever Ltd
504713,Hindustan Wires Ltd
500188,Hindustan Zinc Ltd
515145,Hindusthan National Glass & Industries Ltd
539984,Hindusthan Urban Infrastructure Ltd
530853,Hipolin Ltd
590018,Hisar Metal Industries Ltd
532359,Hit Kit Global Solutions Ltd
526217,Hitech Corporation Ltd
500191,HMT Ltd
522064,Honda Siel Power Products Ltd
517174,Honeywell Automation India Ltd
500193,Hotel Leela Venture Ltd
526683,Hotel Rugby Ltd
540530,Housing & Urban Development Corporation Ltd
532873,Housing Development & Infrastructure Ltd
500010,Housing Development Finance Corporation Ltd
532761,HOV Services Ltd
526761,Howard Hotels Ltd
540136,HPL Electric & Power Ltd
500187,HSIL Ltd
532799,Hubtown Ltd
509820,Huhtamaki PPL Ltd
539724,Hypersoft Technologies Ltd
500199,I G Petrochemicals Ltd
512405,I Power Solutions India Ltd
519463,IB Infotech Enterprises Ltd
532174,ICICI Bank Ltd
540716,ICICI Lombard General Insurance Company Ltd
540133,ICICI Prudential Life Insurance Company Ltd
532835,ICRA Ltd
531524,ICSA (India) Ltd
500116,IDBI Bank Ltd
532822,Idea Cellular Ltd
539437,IDFC Bank Ltd
532659,IDFC Ltd
531840,IEC Education Ltd
507438,IFB Agro Industries Ltd
505726,IFB Industries Ltd
500106,IFCI Ltd
522289,IFM Impex Global Ltd
517380,Igarashi Motors India Ltd
539449,IGC Foils Ltd
532636,IIFL Holdings Ltd
531968,IITL Projects Ltd
514238,IKAB Securities & Investment Ltd
532907,IL&FS Engineering & Construction Co Ltd
511208,IL&FS Investment Managers Ltd
533177,IL&FS Transportation Networks Ltd
511628,IM+ Capitals Ltd
517571,IMP Powers Ltd
531129,Inani Marbles & Industries Ltd
531672,Inani Securities Ltd
521167,Inanna Fashion and Trends Ltd
517370,Incap Ltd
538541,Inceptum Enterprises Ltd
531594,Incon Engineers Ltd
509162,Indag Rubber Ltd
511473,Indbank Merchant Banking Services Ltd
531505,Indergiri Finance Ltd
511355,India Cements Capital Ltd
530005,India Cements Ltd
531253,India Gelatine & Chemicals Ltd
500201,India Glycols Ltd
531343,India Infraspace Ltd
590065,India Motor Parts & Accessories Ltd
532240,India Nippon Electricals Ltd
513361,India Steel Works Ltd
532189,India Tourism Development Corporation Ltd
535789,Indiabulls Housing Finance Ltd
532832,Indiabulls Real Estate Ltd
532960,Indiabulls Ventures Ltd
514165,Indian Acrylics Ltd
532814,Indian Bank
509692,Indian Card Clothing Company Ltd
524614,Indian Extraction Ltd
500850,Indian Hotels Co Ltd
504741,Indian Hume Pipe Company Ltd
533047,Indian Metals & Ferro Alloys Ltd
530965,Indian Oil Corporation Ltd
532388,Indian Overseas Bank
533329,Indian Terrain Fashions Ltd
523586,Indian Toners & Developers Ltd
532745,Inditrade Capital Ltd
524648,Indo Amines Ltd
530747,Indo Asia Finance Ltd
524342,Indo Borax & Chemicals Ltd
538838,Indo Cotspin Ltd
521016,Indo Count Industries Ltd
526887,Indo Credit Capital Ltd
504058,Indo National Ltd
500207,Indo Rama Synthetics (India) Ltd
532717,Indo Tech Transformers Ltd
533676,Indo Thai Securities Ltd
532100,Indo-City Infotech Ltd
532612,Indoco Remedies Ltd
539433,Indo-Global Enterprises Ltd
533257,Indosolar Ltd
532894,Indowind Energy Ltd
532514,Indraprastha Gas Ltd
532150,Indraprastha Medical Corporation Ltd
526445,Indrayani Biotech Ltd
522165,Indsil Hydro Power & Manganese Ltd
532305,Ind-Swift Laboratories Ltd
524652,Ind-Swift Ltd
532001,Inducto Steel Ltd
531841,Indus Finance Ltd
532187,IndusInd Bank Ltd
501298,Industrial & Prudential Investment Company Ltd
501295,Industrial Investment Trust Ltd
506222,INEOS Styrolution India Ltd
539807,Infibeam Incorporation Ltd
533154,Infinite Computer Solutions India Ltd
532777,Info Edge (India) Ltd
504810,Informed Technologies India Ltd
500209,Infosys Ltd
530777,Infra Industries Ltd
537985,Infronics Systems Ltd
500210,Ingersoll-Rand (India) Ltd
531929,Innocorp Ltd
533315,Innovassynth Investments Ltd
517433,Innovation Software Exports Ltd
523840,Innovative Tech Pack Ltd
532706,Inox Leisure Ltd
539083,Inox Wind Ltd
532851,Insecticides India Ltd
500211,Insilco Ltd
526871,Intec Capital Ltd
531314,Integra Capital Management Ltd
535958,Integra Garments & Textiles Ltd
536868,Integra Telecommunication & Software Ltd
539149,Integrated Capital Services Ltd
500212,Integrated Financial Services Ltd
531889,Integrated Technologies Ltd
538835,Intellect Design Arena Ltd
534732,Intellivate Capital Advisors Ltd
506134,Intellivate Capital Ventures Ltd
532326,Intense Technologies Ltd
511391,Inter Globe Finance Ltd
530259,Inter State Oil Carrier Ltd
539692,Interactive Financial Services Ltd
539448,Interglobe Aviation Ltd
505737,International Combustion (India) Ltd
509709,International Conveyors Ltd
517044,International Data Management Ltd
502330,International Paper APPM Ltd
500213,International Travel House Ltd
533181,Intrasoft Technologies Ltd
533506,Inventure Growth & Securities Ltd
504786,Investment & Precision Castings Ltd
523844,Invicta Meditek Ltd
523752,IO System Ltd
524164,IOL Chemicals & Pharmaceuticals Ltd
500214,Ion Exchange (India) Ltd
524494,Ipca Laboratories Ltd
532947,IRB Infrastructure Developers Ltd
531337,Iris Mediaworks Ltd
526859,ISF Ltd
533033,ISGEC Heavy Engineering  Ltd
540134,Ishaan Infrastructure & Shelters Ltd
531109,Ishan Dyes & chemicals Ltd
524400,Ishita Drugs & Industries Ltd
511609,ISL Consulting Ltd
532479,ISMT Ltd
508807,IST Ltd
500875,ITC Ltd
509496,ITD Cementation India Ltd
523610,ITI Ltd
522183,ITL Industries Ltd
507580,IVP Ltd
530773,IVRCL Ltd
522245,Iykot Hitech Toolroom Ltd
532341,IZMO Ltd
506943,J B Chemicals & Pharmaceuticals Ltd
530049,J J Exporters Ltd
523062,J J Finance Corporation Ltd
532644,J K Cements Ltd
506522,J L Morison (India) Ltd
538539,J Taparia Projects Ltd
530711,Jagan Lamps Ltd
532705,Jagran Prakashan Ltd
530601,Jagsonpal Finance & Leasing Ltd
507789,Jagsonpal Pharmaceuticals Ltd
532976,Jai Balaji Industries Ltd
512237,Jai Corp Ltd
531339,Jaihind Projects Ltd
514312,Jaihind Synthetics Ltd
500219,Jain Irrigation Systems Ltd
532033,Jain Studios Ltd
526865,Jainco Projects (India) Ltd
505212,Jainex Aamcol Ltd
505840,Jaipan Industries Ltd
532532,Jaiprakash Associates Ltd
532627,Jaiprakash Power Ventures Ltd
526558,James Hotels Ltd
538564,James Warren Tea Ltd
532209,Jammu and Kashmir Bank Ltd
520051,Jamna Auto Industries Ltd
526001,Jauss Polymers Ltd
520066,Jay Bharat Maruti Ltd
590132,Jay Mahesh Infraventures Ltd
509715,Jay Shree Tea & Industries Ltd
513252,Jay Ushin Ltd
524330,Jayant Agro Organics Ltd
522285,Jayaswal Neco Industries Ltd
512233,Jaybharat Textiles & Real Estate Ltd
533207,Jaypee Infratech Ltd
506520,Jayshree Chemicals Ltd
514034,JBF Industries Ltd
532605,JBM Auto Ltd
500223,JCT Ltd
538837,Jeevan Scientific Technology Ltd
524731,Jenburkt Pharmaceuticals Ltd
523592,Jenson & Nicholson (India) Ltd
532617,Jet Airways (India) Ltd
517063,Jetking Infotrain Ltd
531550,Jhaveri Credits & Capital Ltd
532771,JHS Svendgaard Laboratories Ltd
530405,Jindal Capital Ltd
533103,Jindal Cotex Ltd
511034,Jindal Drilling & Industries Ltd
507981,Jindal Hotels Ltd
539947,Jindal Leasefin Ltd
532624,Jindal Photo Ltd
500227,Jindal Poly Films Ltd
536773,Jindal Poly Investment & Finance Company Ltd
500378,Jindal Saw Ltd
539597,Jindal Stainless (Hisar) Ltd
532508,Jindal Stainless Ltd
532286,Jindal Steel & Power Ltd
531543,Jindal Worldwide Ltd
540311,JITF Infra Logistics Ltd
536493,JK Agri Genetics Ltd
500380,JK Lakshmi Cement Ltd
532162,JK Paper Ltd
530007,JK Tyre & Industries Ltd
523405,JM Financial Ltd
522263,JMC Projects (India) Ltd
511092,JMD Ventures Ltd
513691,JMT Auto Ltd
523398,Johnson Controls-Hitachi Air Condition. India Ltd
531861,Joindre Capital Services Ltd
538092,Joonktolle Tea & Industries Ltd
530985,JPT Securities Ltd
506016,JRI Industries & Infrastructure Ltd
504080,JSL Industries Ltd
533148,JSW Energy Ltd
532642,JSW Holdings Ltd
500228,JSW Steel Ltd
534600,JTL Infra Ltd
533155,Jubilant Foodworks Ltd
533320,Jubilant Industries Ltd
530019,Jubilant Life Sciences Ltd
534623,Jupiter Infomedia Ltd
535648,Just Dial Ltd
519248,JVL Agro Industries Ltd
532926,Jyothy Laboratories Ltd
504076,Jyoti Ltd
523876,Jyoti Overseas Ltd
513250,Jyoti Structures Ltd
590066,K C P Ltd
532714,K E C International Ltd
500239,K G Denim Ltd
503669,K K Fincorp Ltd
532889,K P R Mill Ltd
511728,K Z Leasing & Finance Ltd
524322,Kabra Drugs Ltd
524109,Kabra Extrusion Technik Ltd
524675,Kabsons Industries Ltd
531778,Kachchh Minerals Ltd
504840,Kaira Can Company Ltd
531780,Kaiser Corporation Ltd
500233,Kajaria Ceramics Ltd
500234,Kakatiya Cement Sugar & Industries Ltd
521054,Kakatiya Textiles Ltd
530201,Kallam Spinning Mills Ltd
539014,Kalpa Commercial Ltd
522287,Kalpataru Power Transmission Ltd
513509,Kalyani Forge Ltd
533302,Kalyani Investment Company Ltd
500235,Kalyani Steels Ltd
532468,Kama Holdings Ltd
514322,Kamadgiri Fashion Ltd
511131,Kamanwala Housing Construction Ltd
526668,Kamat Hotels (India) Ltd
532741,Kamdhenu Ltd
506184,Kanani Industries Ltd
538896,Kanchi Karpooram Ltd
590084,Kanco Enterprises Ltd
590130,Kanco Tea & Industries Ltd
513456,Kanishk Steel Industries Ltd
506525,Kanoria Chemicals & Industries Ltd
507779,Kanpur Plastipack Ltd
500165,Kansai Nerolac Paints Ltd
512399,Kapashi Commercial Ltd
539679,Kapil Raj Finance Ltd
533451,Karma Energy Ltd
532652,Karnataka Bank Ltd
538928,Karnavati Finance Ltd
590003,Karur Vysya Bank Ltd
531687,Karuturi Global Ltd
502933,Katare Spinning Mills Ltd
532899,Kaveri Seed Company Ltd
524444,Kavit Industries Ltd
535136,Kavita Fabrics Ltd
590041,Kavveri Telecom Products Ltd
530255,Kay Power & Paper Ltd
539276,Kaya Ltd
504084,Kaycee Industries Ltd
530357,KBS India Ltd
526067,KCCL Plastic Ltd
531784,KCL Infra Projects Ltd
533192,KCP Sugar & Industries Corporation Ltd
532054,KDDL Ltd
530701,KDJ Holidayscapes & Resorts Ltd
518011,Keerthi Industries Ltd
517569,KEI Industries Ltd
519602,Kellton Tech Solutions Ltd
506528,Keltech Energies Ltd
505890,Kennametal India Ltd
530163,Kerala Ayurveda Ltd
532686,Kernex Microsystems (India) Ltd
507180,Kesar Enterprises Ltd
524174,Kesar Petroproducts Ltd
533289,Kesar Terminals & Infrastructure Ltd
502937,Kesoram Industries Ltd
532732,Kewal Kiran Clothing Ltd
507948,Key Corp Ltd
512597,Keynote Corporate Services Ltd
531609,KG Petrochem Ltd
590068,Khaitan (India) Ltd
507794,Khaitan Chemicals & Fertilizers Ltd
504269,Khaitan Electricals Ltd
531892,Khandwala Securities Ltd
521127,Khator Fibre & Fabrics Ltd
507435,Khoday India Ltd
513693,KIC Metaliks Ltd
507946,Kiduja India Ltd
535566,KIFS Financial Services Ltd
524699,Kilburn Chemicals Ltd
524500,Kilitch Drugs (India) Ltd
500240,Kinetic Engineering Ltd
531274,Kinetic Trust Ltd
524019,Kingfa Science & Technology (India) Ltd
530215,Kings Infra Ventures Ltd
512329,Kintech Renewables Ltd
540680,KIOCL Ltd
531413,Kiran Print Pack Ltd
530443,Kiran Syntex Ltd
537750,Kiran Vyapar Ltd
532967,Kiri Industries Ltd
500241,Kirloskar Brothers Ltd
533193,Kirloskar Electric Company Ltd
500245,Kirloskar Ferrous Industries Ltd
500243,Kirloskar Industries Ltd
533293,Kirloskar Oil Engines Ltd
505283,Kirloskar Pneumatic Company Ltd
530145,Kisan Mouldings Ltd
521248,Kitex Garments Ltd
532304,KJMC Corporate Advisors (India) Ltd
526409,KKalpana Industries (India) Ltd
523652,Kkalpana Plastick Ltd
530771,KLG Capital Services Ltd
517170,KLK Electrical Ltd
532673,KM Sugar Mills Ltd
524520,KMC Speciality Hospitals (India) Ltd
531578,KMF Builders & Developers Ltd
532942,KNR Constructions Ltd
512559,Kohinoor Foods Ltd
523207,Kokuyo Camlin Ltd
532924,Kolte Patil Developers Ltd
514128,Konark Synthetic Ltd
524280,Kopran Ltd
500247,Kotak Mahindra Bank Ltd
507474,Kothari Fermentation & Biochem Ltd
530299,Kothari Products Ltd
511138,Kothari World Finance Ltd
539599,Kotia Enterprises Ltd
532400,KPIT Technologies Ltd
530813,KRBL Ltd
524518,Krebs Biochemicals & Industries Ltd
530139,Kreon Finnancial Services Ltd
533482,Kridhan Infra Ltd
539384,Krishna Capital & Securities Ltd
504392,Krishna Ventures Ltd
533210,Kriti Nutrients Ltd
523550,Krypton Industries Ltd
500249,KSB Pumps Ltd
532997,KSK Energy Ventures Ltd
530149,KSL and Industries Ltd
532937,Kuantum Papers Ltd
539408,Kuber Udyog Ltd
505299,Kulkarni Power Tools Ltd
513703,Kumar Wire Cloth Manufacturing Company Ltd
530421,Kuwer Industries Ltd
531882,Kwality Ltd
500250,L G Balakrishnan & Bros Ltd
532783,L T Foods Ltd
533519,L&T Finance Holdings Ltd
540115,L&T Technology Services Ltd
526947,La Opala RG Ltd
505693,La Tim Metal & Industries Ltd
524202,Lactose (India) Ltd
540026,Ladam Affordable Housing Ltd
530577,Ladderup Finance Ltd
524522,Laffans Petrochemicals Ltd
531842,Lahoti Overseas Ltd
535387,Lakhotia Polyesters (India) Ltd
505302,Lakshmi Automatic Loom Works Ltd
519570,Lakshmi Energy & Foods Ltd
500252,Lakshmi Machine Works Ltd
506079,Lakshmi Precision Screws Ltd
534690,Lakshmi Vilas Bank Ltd
590075,Lambodhara Textiles Ltd
532778,Lanco Infratech Ltd
509048,Lancor Holdings Ltd
533012,Landmark Property Development Company Ltd
540005,Larsen & Toubro Infotech Ltd
500510,Larsen & Toubro Ltd
540222,Laurus Labs Ltd
532829,Lawreshwar Polymers Ltd
531288,Lead Financial Services Ltd
540360,Leading Leasing Finance & Investment Company Ltd
508306,Ledo Tea Company Ltd
517415,Lee & Nee Software (Exports) Ltd
517518,LEEL Electricals Ltd
526596,Liberty Shoes Ltd
511593,Libord Finance Ltd
531027,Libord Securities Ltd
500253,LIC Housing Finance Ltd
539927,Likhami Consulting Ltd
507759,Lime Chemicals Ltd
517463,Linaks Microelectronics Ltd
531241,Linc Pen & Plastics Ltd
531633,Lincoln Pharmaceuticals Ltd
523457,Linde India Ltd
524748,Link Pharma Chem Ltd
526604,Lippi Systems Ltd
540192,LKP Securities Ltd
539992,Lloyds Steels Industries Ltd
500255,LML Ltd
532740,Lokesh Machines Ltd
526568,Longview Tea Company Ltd
530065,Lords Ishwar Hotels Ltd
532998,Lotus Eye Hospital & Institute Ltd
533343,Lovable Lingerie Ltd
514036,Loyal Textile Mills Ltd
526179,Ludlow Jute & Specialities Ltd
532796,Lumax Auto Technologies Ltd
517206,Lumax Industries Ltd
500257,Lupin Ltd
539542,Lux Industries Ltd
531402,LWS Knitwear Ltd
532368,Lycos Internet Ltd
500259,Lyka Labs Ltd
530689,Lykis Ltd
505320,Lynx Machinery & Commercials Ltd
534532,Lypsa Gems & Jewellery Ltd
526935,M B Parikh Finstock Ltd
538890,M K Exim (India) Ltd
522241,M M Forgings Ltd
532906,Maan Aluminium Ltd
507836,Mac Charles (India) Ltd
523248,Machino Plastics Ltd
512600,Macro International Ltd
515093,Madhav Marbles and Granites Ltd
531497,Madhucon Projects Ltd
511000,Madhusudan Securities Ltd
590134,Madras Fertilizers Ltd
538401,Maestros Electronics & Telecommunications Systems
500264,Mafatlal Industries Ltd
540650,Magadh Sugar & Energy Ltd
524000,Magma Fincorp Ltd
517449,Magna Eletrocasting Ltd
530347,Magnum Ltd
532896,Magnum Ventures Ltd
523384,Maha Rashtra Apex Corporation Ltd
519612,Mahaan Foods Ltd
514450,Mahalaxmi Rubtech Ltd
513460,Mahalaxmi Seamless Ltd
513554,Mahamaya Steel Industries Ltd
539957,Mahanagar Gas Ltd
500108,Mahanagar Telephone Nigam Ltd
530441,Mahanivesh (India) Ltd
500266,Maharashtra Scooters Ltd
500265,Maharashtra Seamless Ltd
539383,Mahaveer Infoway Ltd
531648,Mahavir Industries Ltd
532720,Mahindra & Mahindra Financial Services Ltd
500520,Mahindra & Mahindra Ltd
532756,Mahindra CIE Automotive Ltd
533088,Mahindra Holidays & Resorts India Ltd
532313,Mahindra Lifespace Developers Ltd
540768,Mahindra Logistics Ltd
590078,Maithan Alloys Ltd
513430,Maitri Enterprises Ltd
539289,Majesco Ltd
500267,Majestic Auto Ltd
506919,Makers Laboratories Ltd
539400,Mallcom (India) Ltd
532728,Malu Paper Mills Ltd
502995,Malwa Cotton Spinning Mills Ltd
513269,Man Industries (India) Ltd
533169,Man Infraconstruction Ltd
539045,Manaksia Aluminium Company Ltd
539046,Manaksia Coated Metals & Industries Ltd
539043,Manaksia Industries Ltd
532932,Manaksia Ltd
539044,Manaksia Steels Ltd
500268,Manali Petrochemicals Ltd
531213,Manappuram Finance Ltd
533204,Mandhana Industries Ltd
540210,Mandhana Retail Ventures Ltd
505850,Mangal Credit & Fincorp Ltd
502157,Mangalam Cement Ltd
532637,Mangalam Drugs and Organics Ltd
537800,Mangalam Industrial Finance Ltd
514418,Mangalam Organics Ltd
516007,Mangalam Timber Products Ltd
530011,Mangalore Chemicals & Fertilizers Ltd
500109,Mangalore Refinery And Petrochemicals Ltd
530243,Mangalya Soft-Tech Ltd
526115,Manor Estates & Industries Ltd
539207,Manpasand Beverages Ltd
511758,Mansi Finance (Chennai) Ltd
505324,Manugraph India Ltd
521018,Maral Overseas Ltd
503101,Marathon Nextgen Realty Ltd
502250,Marathwada Refractories Ltd
513544,Mardia Samyoung Capillary Tubes Company Ltd
513648,Marg Projects & Infrastructure Ltd
500206,Margo Finance Ltd
531642,Marico Ltd
531503,Maris Spinners Ltd
526891,Market Creators Ltd
524404,Marksans Pharma Ltd
517467,Marsons Ltd
523566,Martin Burn Ltd
531319,Maruti Securities Ltd
532500,Maruti Suzuki India Ltd
540749,MAS Financial Services Ltd
523704,Mastek Ltd
511768,Master Trust Ltd
526671,Matra Kaushal Enterprise Ltd
539219,Mauria Udyog Ltd
500248,Mavi Industries Ltd
523371,Mawana Sugars Ltd
500271,Max Financial Services Ltd
534338,Max Heights Infrastructure Ltd
539981,Max India Ltd
539940,Max Ventures and Industries Ltd
526538,Maximaa Systems Ltd
531680,Mayur Leather Products Ltd
522249,Mayur Uniquoters Ltd
523792,Mazda Ltd
533152,MBL Infrastructures Ltd
532852,McDowell Holdings Ltd
532654,Mcleod Russel India Ltd
532629,McNally Bharat Engineering Company Ltd
531146,Medicamen Biotech Ltd
526301,Medinova Diagnostic Services Ltd
538834,Meenakshi Enterprises Ltd
539767,Mega Nirman & Industries Ltd
532408,Megasoft Ltd
532865,Meghmani Organics Ltd
